time	p	height	baseradius	curvatureRadius	strain	tension	SourceFile
435.34	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
436.4	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
437.46	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
438.52	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
439.58	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
440.64	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
441.7	200	92.4362702	94.9270679	94.9606265516467	0.94821035452915	9496.06265516467	2021_02_17__12_33_03_D2_CPE.dat
442.76	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
443.82	200	99.631908	94.9270679	95.0381544023611	1.10158182389991	9503.81544023611	2021_02_17__12_33_03_D2_CPE.dat
444.88	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
445.94	200	92.9897808	94.9270679	94.9472479739583	0.959600166597251	9494.72479739583	2021_02_17__12_33_03_D2_CPE.dat
447	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
448.06	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
449.12	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
450.18	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
451.24	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
452.3	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
453.36	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
454.42	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
455.48	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
456.54	200	94.6503126	94.9270679	94.9274725130117	0.994177596069665	9492.74725130117	2021_02_17__12_33_03_D2_CPE.dat
457.6	200	92.9897808	94.9270679	94.9472479739583	0.959600166597251	9494.72479739583	2021_02_17__12_33_03_D2_CPE.dat
458.66	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
459.72	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
460.78	200	92.4362702	94.9270679	94.9606265516467	0.94821035452915	9496.06265516467	2021_02_17__12_33_03_D2_CPE.dat
461.84	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
462.9	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
463.96	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
465.02	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
466.08	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
467.14	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
468.2	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
469.26	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
470.32	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
471.38	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
472.44	200	92.4362702	94.9270679	94.9606265516467	0.94821035452915	9496.06265516467	2021_02_17__12_33_03_D2_CPE.dat
473.5	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
474.56	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
475.62	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
476.68	200	92.4362702	94.9270679	94.9606265516467	0.94821035452915	9496.06265516467	2021_02_17__12_33_03_D2_CPE.dat
477.74	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
478.8	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
479.86	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
480.92	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
481.98	200	96.3108444	94.9270679	94.9370088231322	1.02936701544424	9493.70088231322	2021_02_17__12_33_03_D2_CPE.dat
483.04	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
484.1	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
485.16	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
486.22	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
487.28	200	103.5064822	94.9270679	95.282631861631	1.18892638271469	9528.2631861631	2021_02_17__12_33_03_D2_CPE.dat
488.34	200	92.4362702	94.9270679	94.9606265516467	0.94821035452915	9496.06265516467	2021_02_17__12_33_03_D2_CPE.dat
489.4	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
490.46	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
491.52	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
492.58	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
493.64	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
494.7	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
495.76	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
496.82	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
497.88	200	98.5248868	94.9270679	94.9927584136236	1.07723822556928	9499.27584136236	2021_02_17__12_33_03_D2_CPE.dat
498.94	200	95.7573338	94.9270679	94.9306673186416	1.01756921010803	9493.06673186416	2021_02_17__12_33_03_D2_CPE.dat
500	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
501.06	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
502.12	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
503.18	200	99.0783974	94.9270679	95.0140370934358	1.08937602529558	9501.40370934358	2021_02_17__12_33_03_D2_CPE.dat
504.24	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
505.3	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
506.36	200	96.864355	94.9270679	94.946440771	1.04123281965848	9494.6440771	2021_02_17__12_33_03_D2_CPE.dat
507.42	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
508.48	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
509.54	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
510.6	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
511.66	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
512.72	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
513.78	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
514.84	200	98.5248868	94.9270679	94.9927584136236	1.07723822556928	9499.27584136236	2021_02_17__12_33_03_D2_CPE.dat
515.9	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
516.96	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
518.02	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
519.08	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
520.14	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
521.2	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
522.26	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
523.32	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
524.38	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
525.44	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
526.5	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
527.56	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
528.62	200	99.631908	94.9270679	95.0381544023611	1.10158182389991	9503.81544023611	2021_02_17__12_33_03_D2_CPE.dat
529.68	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
530.74	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
531.8	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
532.86	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
533.92	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
534.98	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
536.04	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
537.1	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
538.16	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
539.22	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
540.28	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
541.34	200	98.5248868	94.9270679	94.9927584136236	1.07723822556928	9499.27584136236	2021_02_17__12_33_03_D2_CPE.dat
542.4	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
543.46	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
544.52	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
545.58	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
546.64	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
547.7	200	99.0783974	94.9270679	95.0140370934358	1.08937602529558	9501.40370934358	2021_02_17__12_33_03_D2_CPE.dat
548.76	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
549.82	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
550.88	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
551.94	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
553	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
554.06	200	98.5248868	94.9270679	94.9927584136236	1.07723822556928	9499.27584136236	2021_02_17__12_33_03_D2_CPE.dat
555.12	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
556.18	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
557.24	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
558.3	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
559.36	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
560.42	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
561.48	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
562.54	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
563.6	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
564.66	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
565.72	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
566.78	200	98.5248868	94.9270679	94.9927584136236	1.07723822556928	9499.27584136236	2021_02_17__12_33_03_D2_CPE.dat
567.84	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
568.9	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
569.96	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
571.02	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
572.08	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
573.14	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
574.2	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
575.26	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
576.32	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
577.38	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
578.44	200	98.5248868	94.9270679	94.9927584136236	1.07723822556928	9499.27584136236	2021_02_17__12_33_03_D2_CPE.dat
579.5	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
580.56	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
581.62	200	103.5064822	94.9270679	95.282631861631	1.18892638271469	9528.2631861631	2021_02_17__12_33_03_D2_CPE.dat
582.68	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
583.74	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
584.8	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
585.86	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
586.92	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
587.98	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
589.04	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
590.1	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
591.16	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
592.22	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
593.28	200	99.0783974	94.9270679	95.0140370934358	1.08937602529558	9501.40370934358	2021_02_17__12_33_03_D2_CPE.dat
594.34	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
595.4	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
596.46	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
597.52	200	98.5248868	94.9270679	94.9927584136236	1.07723822556928	9499.27584136236	2021_02_17__12_33_03_D2_CPE.dat
598.58	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
599.64	200	95.2038232	94.9270679	94.9274701606105	1.00583940364984	9492.74701606104	2021_02_17__12_33_03_D2_CPE.dat
600.7	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
601.76	200	99.631908	94.9270679	95.0381544023611	1.10158182389991	9503.81544023611	2021_02_17__12_33_03_D2_CPE.dat
602.82	200	100.7389292	94.9270679	95.0947177451923	1.12619741774261	9509.47177451923	2021_02_17__12_33_03_D2_CPE.dat
603.88	200	97.9713762	94.9270679	94.9743664752825	1.06516842472099	9497.43664752825	2021_02_17__12_33_03_D2_CPE.dat
604.94	200	89.6687172	94.9270679	95.0812479359568	0.892281277358923	9508.12479359568	2021_02_17__12_33_03_D2_CPE.dat
606	200	81.9195688	94.9270679	95.9597578623311	0.744723712058751	9595.97578623311	2021_02_17__12_33_03_D2_CPE.dat
607.06	200	78.5985052	94.9270679	96.6231686029929	0.685564688182645	9662.3168602993	2021_02_17__12_33_03_D2_CPE.dat
608.12	200	73.0633992	94.9270679	98.1983365123106	0.592406225297282	9819.83365123106	2021_02_17__12_33_03_D2_CPE.dat
609.18	200	69.7423356	94.9270679	99.4743112319444	0.539775093710954	9947.43112319444	2021_02_17__12_33_03_D2_CPE.dat
-30	-0	0	0	NaN	NaN	NaN	2021_02_17__14_54_50_D1_CPE.dat
-28.02	-0	-0.3773937	0	-0.18869685	Inf	0	2021_02_17__14_54_50_D1_CPE.dat
-26.04	-0	0	0	NaN	NaN	NaN	2021_02_17__14_54_50_D1_CPE.dat
-24.06	-0	2.6417559	0	1.32087795	Inf	-0	2021_02_17__14_54_50_D1_CPE.dat
-22.08	-0	0	0	NaN	NaN	NaN	2021_02_17__14_54_50_D1_CPE.dat
-20.1	-0	0	0	NaN	NaN	NaN	2021_02_17__14_54_50_D1_CPE.dat
-18.12	-0	-0.3773937	0	-0.18869685	Inf	0	2021_02_17__14_54_50_D1_CPE.dat
-16.14	-0	0	0	NaN	NaN	NaN	2021_02_17__14_54_50_D1_CPE.dat
-14.16	-0	-0.3773937	0	-0.18869685	Inf	0	2021_02_17__14_54_50_D1_CPE.dat
-12.18	-0	0	0	NaN	NaN	NaN	2021_02_17__14_54_50_D1_CPE.dat
-10.2	-0	-0.3773937	0	-0.18869685	Inf	0	2021_02_17__14_54_50_D1_CPE.dat
-8.22	-0	1.1321811	0	0.56609055	Inf	-0	2021_02_17__14_54_50_D1_CPE.dat
-6.24	-0	-0.3773937	0	-0.18869685	Inf	0	2021_02_17__14_54_50_D1_CPE.dat
-4.26	-0	-0.3773937	0	-0.18869685	Inf	0	2021_02_17__14_54_50_D1_CPE.dat
-2.28	-0	2.2643622	0	1.1321811	Inf	-0	2021_02_17__14_54_50_D1_CPE.dat
-0.300000000000001	-0	-0.3773937	0	-0.18869685	Inf	0	2021_02_17__14_54_50_D1_CPE.dat
1.68	33.6	0	0	NaN	NaN	NaN	2021_02_17__14_54_50_D1_CPE.dat
3.66	73.1999999999999	0.3773937	0	0.18869685	Inf	6.90630471	2021_02_17__14_54_50_D1_CPE.dat
5.64	112.8	2.6417559	0	1.32087795	Inf	74.49751638	2021_02_17__14_54_50_D1_CPE.dat
7.62	152.4	2.6417559	0	1.32087795	Inf	100.65089979	2021_02_17__14_54_50_D1_CPE.dat
9.6	192	2.6417559	0	1.32087795	Inf	126.8042832	2021_02_17__14_54_50_D1_CPE.dat
11.58	200	2.6417559	0	1.32087795	Inf	132.087795	2021_02_17__14_54_50_D1_CPE.dat
13.56	200	2.6417559	0	1.32087795	Inf	132.087795	2021_02_17__14_54_50_D1_CPE.dat
15.54	200	2.6417559	56.2316613	0	0.00220710778793748	0	2021_02_17__14_54_50_D1_CPE.dat
17.52	200	5.2835118	56.2316613	0	0.00882843115174992	0	2021_02_17__14_54_50_D1_CPE.dat
19.5	200	5.6609055	56.2316613	0	0.0101346786180803	0	2021_02_17__14_54_50_D1_CPE.dat
21.48	200	13.5861732	56.2316613	0	0.0583757488401423	0	2021_02_17__14_54_50_D1_CPE.dat
23.46	200	2.6417559	56.2316613	0	0.00220710778793748	0	2021_02_17__14_54_50_D1_CPE.dat
25.44	200	7.9252677	56.2316613	0	0.0198639700914373	0	2021_02_17__14_54_50_D1_CPE.dat
27.42	200	22.2662283	56.2316613	82.1375000288135	0.156794738975722	8213.75000288136	2021_02_17__14_54_50_D1_CPE.dat
29.4	200	30.5688897	56.2316613	67.0036888851852	0.295527228503221	6700.36888851852	2021_02_17__14_54_50_D1_CPE.dat
31.38	200	36.2297952	56.2316613	61.7530097546875	0.415116436196568	6175.30097546875	2021_02_17__14_54_50_D1_CPE.dat
33.36	200	41.513307	56.2316613	58.8408241077273	0.545020494572316	5884.08241077273	2021_02_17__14_54_50_D1_CPE.dat
35.34	200	44.5324566	56.2316613	57.7684212394068	0.627178955902887	5776.84212394068	2021_02_17__14_54_50_D1_CPE.dat
37.32	200	46.7968188	56.2316613	57.1827542939516	0.692581415251565	5718.27542939516	2021_02_17__14_54_50_D1_CPE.dat
39.3	200	47.1742125	56.2316613	57.1011763848	0.703797126255574	5710.11763848	2021_02_17__14_54_50_D1_CPE.dat
41.28	200	50.1933621	56.2316613	56.5948672669173	0.79676591144543	5659.48672669173	2021_02_17__14_54_50_D1_CPE.dat
43.26	200	53.2125117	56.2316613	56.3173109340426	0.895500202693572	5631.73109340426	2021_02_17__14_54_50_D1_CPE.dat
45.24	200	53.2125117	56.2316613	56.3173109340426	0.895500202693572	5631.73109340426	2021_02_17__14_54_50_D1_CPE.dat
47.22	200	58.4960235	56.2316613	56.2754876651613	1.08215846133057	5627.54876651613	2021_02_17__14_54_50_D1_CPE.dat
49.2	200	61.5151731	56.2316613	56.4585605797546	1.196747894239	5645.85605797546	2021_02_17__14_54_50_D1_CPE.dat
51.18	200	58.8734172	56.2316613	56.2909314644231	1.09616683933156	5629.09314644231	2021_02_17__14_54_50_D1_CPE.dat
53.16	200	61.5151731	56.2316613	56.4585605797546	1.196747894239	5645.85605797546	2021_02_17__14_54_50_D1_CPE.dat
55.14	200	61.5151731	56.2316613	56.4585605797546	1.196747894239	5645.85605797546	2021_02_17__14_54_50_D1_CPE.dat
57.12	200	67.5534723	56.2316613	57.1804164117318	1.44322327823071	5718.04164117318	2021_02_17__14_54_50_D1_CPE.dat
59.1	200	65.2891101	56.2316613	56.8599236445087	1.348092428269	5685.99236445087	2021_02_17__14_54_50_D1_CPE.dat
61.08	200	64.9117164	56.2316613	56.8120138212209	1.33255258772127	5681.20138212209	2021_02_17__14_54_50_D1_CPE.dat
63.06	200	67.1760786	56.2316613	57.1232009115168	1.42714292149002	5712.32009115169	2021_02_17__14_54_50_D1_CPE.dat
65.04	200	67.1760786	56.2316613	57.1232009115168	1.42714292149002	5712.32009115169	2021_02_17__14_54_50_D1_CPE.dat
67.02	200	72.4595904	56.2316613	58.0488512773438	1.66046574478627	5804.88512773437	2021_02_17__14_54_50_D1_CPE.dat
69	200	67.1760786	56.2316613	57.1232009115168	1.42714292149002	5712.32009115169	2021_02_17__14_54_50_D1_CPE.dat
70.98	200	72.4595904	56.2316613	58.0488512773438	1.66046574478627	5804.88512773437	2021_02_17__14_54_50_D1_CPE.dat
72.96	200	67.5534723	56.2316613	57.1804164117318	1.44322327823071	5718.04164117318	2021_02_17__14_54_50_D1_CPE.dat
74.94	200	70.1952282	56.2316613	57.6205106959677	1.55830818431602	5762.05106959677	2021_02_17__14_54_50_D1_CPE.dat
76.92	200	75.47874	56.2316613	58.68566383425	1.80172064321427	5868.566383425	2021_02_17__14_54_50_D1_CPE.dat
78.9	200	72.0821967	56.2316613	57.9743903230367	1.64321426962749	5797.43903230367	2021_02_17__14_54_50_D1_CPE.dat
