Trial_ID	Time_s	Strain	Tension_mNm
9	1831.35	1.36111111111111	2.41963176
9	2135.85	1.29240997229917	1.98812142780093
9	2436	1.31293402777778	1.60890416298182
9	2736.15	1.10574981400786	1.20956296289706
9	3036.3	1	0.813660484
9	3336.45	0.858060941828255	0.395532022732955
9	3640.95	0.00197530864197531	0
10	326.25	2.09750297265161	7.08073407708333
10	630.75	1.96	6.14396692
10	930.9	1.06777777777778	4.48584576909678
10	1231.05	1.06894570525711	3.92103232236066
10	1531.2	1.14268727705113	3.37837832296774
10	1831.35	0.881965973534971	2.87006743002778
10	2135.85	0.832256078793475	2.37623668625
10	2436	0.72174798339729	1.90139516802083
10	2736.15	0.573475351116976	1.33265644225
10	3036.3	0.624295076969974	0.691261143015625
10	3336.45	0.58477508650519	0.292509028
10	3640.95	0	NaN
11	328.38	3.8241975308642	6.91267039789773
11	627.29	2.691650390625	5.3804782122
11	930.41	1.8385521401896	4.1019281849
11	1229.32	1.6061170473483	3.01774050880859
11	1532.44	1.14795918367347	2.0972514108
11	1831.35	1	1.49447844
11	2134.47	1.15482290042326	1.11543903936111
11	2433.38	1.29334871203383	0.640414072887931
11	2736.5	0.790123456790126	0.3009713525
11	3035.41	0.169550173010382	0.200449886
11	3338.53	0.169550173010382	0
12	328.38	2.19785808596997	6.40254380417453
12	627.29	1.88549788371575	5.26032044383696
12	930.41	2.17913832199546	4.50593284490323
12	1229.32	1.64365548980934	3.50542372089
12	1532.44	1.23456790123457	2.7050059764
12	1831.35	1.23456790123457	2.06632400975
12	2134.47	1.12110726643599	1.41375815388889
12	2433.38	1.04300588501585	1.1709342360625
12	2736.5	0.85901249256395	0.682784375
12	3035.41	0.233055885850179	0.3074948695
12	3338.53	0.0443213296398894	0
