4.57448E+00,5.75793E+00
4.05853E+00,4.84003E+00
4.00399E+00,5.22885E+00
3.41518E+00,5.49338E+00
3.42879E+00,6.05030E+00
4.24529E+00,6.32454E+00
-6.89168E+00,6.02617E+00
-6.30792E+00,6.36265E+00
-5.61966E+00,6.01713E+00
-5.59817E+00,5.62380E+00
-6.23288E+00,5.20110E+00
-6.83074E+00,5.41876E+00
1.37650E+00,-5.70053E+00
8.09457E-01,-5.83401E+00
6.19107E-01,-6.41065E+00
1.15044E+00,-6.97545E+00
1.65391E+00,-6.80007E+00
1.78173E+00,-6.10890E+00
-4.34791E+00,6.33775E-01
-4.69215E+00,7.72163E-02
-4.56309E+00,-3.36312E-01
-4.23843E+00,-4.54474E-01
-3.44344E+00,-5.80768E-02
-3.33124E+00,3.87427E-01
-3.73502E+00,7.56272E-01
6.49653E+00,-7.88092E+00
6.55606E+00,6.42226E+00
5.72131E+00,6.17181E+00
5.39730E+00,6.70999E+00
5.79275E+00,-7.75645E+00
-6.22799E+00,-7.89418E+00
-5.63473E+00,-7.77278E+00
-5.19546E+00,6.49085E+00
6.06181E+00,1.68476E-02
6.67340E+00,8.80280E-02
-7.92186E+00,-2.74189E-01
-7.93288E+00,-8.34794E-01
6.60846E+00,-1.15023E+00
6.13008E+00,-1.01232E+00
5.83296E+00,-4.33587E-01
4.49667E+00,-5.47261E+00
4.55465E+00,-6.09420E+00
4.26348E+00,-6.35505E+00
3.55536E+00,-6.18004E+00
3.28655E+00,-5.57947E+00
3.51077E+00,-5.22112E+00
4.10704E+00,-5.15454E+00
-1.79127E+00,5.43601E+00
-2.41329E+00,5.62914E+00
-2.54630E+00,6.10776E+00
-1.95739E+00,6.56377E+00
-1.40752E+00,6.28021E+00
-1.36492E+00,5.76350E+00
4.32191E+00,6.68288E+00
3.56948E+00,-7.77611E+00
3.03089E+00,6.95814E+00
3.00229E+00,6.34716E+00
1.03850E+00,-7.33807E+00
1.38025E+00,7.05478E+00
1.86205E+00,6.91300E+00
2.38137E+00,-7.69602E+00
2.32342E+00,-7.18148E+00
2.47082E+00,2.86453E+00
1.76274E+00,2.76894E+00
1.52128E+00,3.20177E+00
2.03108E+00,3.98437E+00
2.52141E+00,3.96241E+00
2.76176E+00,3.49523E+00
3.57591E+00,-1.72865E+00
3.58632E+00,-2.38330E+00
2.96118E+00,-2.80220E+00
2.42362E+00,-2.54054E+00
2.28950E+00,-1.91125E+00
2.52544E+00,-1.55337E+00
3.13475E+00,-1.42212E+00
2.60744E+00,-5.56127E+00
2.24584E+00,-4.94783E+00
1.58848E+00,-5.01353E+00
2.37143E+00,-6.00848E+00
-4.44833E+00,-7.63202E+00
-3.91687E+00,-7.66794E+00
-3.39985E+00,-7.22401E+00
-3.41404E+00,-6.87769E+00
-4.10201E+00,-6.40918E+00
-4.48754E+00,-6.54474E+00
-4.69595E+00,-7.28774E+00
-6.95571E+00,4.30867E+00
-7.24254E+00,4.98748E+00
-6.06486E+00,4.54243E+00
-6.35900E+00,4.21306E+00
1.85581E+00,-3.72795E+00
2.42379E+00,-3.86358E+00
3.02010E+00,-3.33544E+00
1.66854E+00,-2.87361E+00
1.56542E+00,-3.15175E+00
6.68551E+00,-7.67198E+00
6.52738E+00,-7.02671E+00
5.94988E+00,-6.63384E+00
5.56521E+00,-6.71051E+00
5.40259E+00,-7.12107E+00
-1.12312E+00,-2.15457E+00
-1.53267E+00,-1.69424E+00
-2.12461E+00,-1.87608E+00
-2.24866E+00,-2.64297E+00
-1.84863E+00,-2.98517E+00
-1.30910E+00,-2.80718E+00
3.57043E+00,3.41337E+00
3.80893E+00,3.73428E+00
3.54914E+00,4.36912E+00
2.94905E+00,4.49972E+00
-5.78431E+00,-6.87777E-01
-5.78721E+00,-2.56561E-01
-5.22338E+00,1.82260E-01
-5.29389E+00,-9.39171E-01
-5.41020E-01,1.93488E+00
-6.14659E-01,1.30855E+00
